Fig3_AcuteFear_BothMovies_Neg_Unthresholded.nii_resliced;https://neurovault.org/images/313222/;50
spmT_0001_5_resliced;https://neurovault.org/images/303578/;300
spmT_0001_attention_resliced;https://neurovault.org/images/440869/;40
spmT_0001_resliced;https://neurovault.org/images/440864/;70
tstat7_resliced;https://neurovault.org/images/305046/;20
fear_resliced;;450
