effectSizes_quest,sig_amy
-0.251874089241028,1
-0.266316115856171,1
-0.269709557294846,1
-0.25309681892395,1
-0.253557533025742,1
-0.247167661786079,1
-0.243735730648041,1
-0.246359646320343,1
-0.261012732982635,1
-0.248865708708763,1
-0.263426899909973,1
-0.252899885177612,1
-0.241158783435822,1
-0.221205949783325,1
-0.192382007837296,1
-0.233506083488464,1
-0.260997891426086,1
-0.272752821445465,1
-0.278282225131989,1
-0.30967777967453,1
-0.257519990205765,1
-0.234541028738022,1
-0.208108305931091,1
-0.197474703192711,1
-0.212599411606789,1
-0.227586537599564,1
-0.241454660892487,1
-0.239454582333565,1
-0.246826380491257,1
-0.261321008205414,1
-0.253744781017303,1
-0.259013265371323,1
-0.250268012285233,1
-0.231835529208183,1
-0.217640891671181,1
-0.20370788872242,1
-0.212646022439003,1
-0.221488550305367,1
-0.229808136820793,1
-0.250326842069626,1
-0.271951347589493,1
-0.281612753868103,1
-0.272316068410873,1
-0.253712236881256,1
-0.259184330701828,1
-0.258129864931107,1
-0.243375331163406,1
-0.24554380774498,1
-0.262640535831451,1
-0.247572928667068,1
-0.249667227268219,1
-0.238584563136101,1
-0.233074635267258,1
-0.219451293349266,1
-0.284520953893661,1
-0.285152584314346,1
-0.291458547115326,1
-0.244915515184402,1
-0.228331252932549,1
-0.213897809386253,1
-0.199639692902565,1
-0.204553052783012,1
-0.222328960895538,1
-0.242695048451424,1
-0.25935897231102,1
-0.258252680301666,1
-0.283071875572205,1
-0.275903970003128,1
-0.270639836788177,1
-0.255140453577042,1
-0.234587833285332,1
-0.213626995682716,1
-0.199965342879295,1
-0.2159154266119,1
-0.241558223962784,1
-0.237790077924728,1
-0.249495476484299,1
-0.274385362863541,1
-0.281723946332932,1
-0.274456560611725,1
-0.251471996307373,1
-0.268573403358459,1
-0.258259892463684,1
-0.262969762086868,1
-0.253414571285248,1
-0.270357877016068,1
-0.241504818201065,1
-0.24266417324543,1
-0.22696091234684,1
-0.205935224890709,1
-0.291478216648102,1
-0.295840740203857,1
-0.279293715953827,1
-0.249734222888947,1
-0.246538758277893,1
-0.24363087117672,1
-0.243231281638145,1
-0.231214955449104,1
-0.215139493346214,1
-0.233594655990601,1
-0.260172486305237,1
-0.277299433946609,1
-0.310437858104706,1
-0.305906742811203,1
-0.283924013376236,1
-0.230040147900581,1
-0.201517075300217,1
-0.191579058766365,1
-0.186368346214294,1
-0.205271065235138,1
-0.233609139919281,1
-0.255506843328476,1
-0.258734256029129,1
-0.274349093437195,1
-0.285908371210098,1
-0.279029905796051,1
-0.25831264257431,1
-0.268505036830902,1
-0.261283069849014,1
-0.266441076993942,1
-0.252720654010773,1
-0.270366996526718,1
-0.243734776973724,1
-0.234524458646774,1
-0.205555692315102,1
-0.20087631046772,1
-0.280920803546906,1
-0.273709356784821,1
-0.262344211339951,1
-0.275856852531433,1
-0.28311625123024,1
-0.262970149517059,1
-0.244051560759544,1
-0.230106368660927,1
-0.254739046096802,1
-0.268994778394699,1
-0.27156937122345,1
-0.298662960529327,1
-0.288093239068985,1
-0.254703968763351,1
-0.177403584122658,1
-0.160655379295349,1
-0.15205891430378,1
-0.143695473670959,1
-0.165278270840645,1
-0.21275806427002,1
-0.250097692012787,1
-0.260151922702789,1
-0.274121165275574,1
-0.276823908090591,1
-0.272868037223816,1
-0.269339889287949,1
-0.269262045621872,1
-0.254091203212738,1
-0.25504744052887,1
-0.252125531435013,1
-0.257781386375427,1
-0.231939479708672,1
-0.221342265605927,1
-0.193976610898972,1
-0.194458082318306,1
-0.190705478191376,1
-0.194698005914688,1
-0.281051099300385,1
-0.283137679100037,1
-0.2959865629673,1
-0.2948177754879,1
-0.267317652702332,1
-0.250683903694153,1
-0.261186540126801,1
-0.282891660928726,1
-0.279011636972427,1
-0.274776697158813,1
-0.279016762971878,1
-0.260772556066513,1
-0.223552137613297,1
-0.166323646903038,1
-0.142271459102631,1
-0.137265846133232,1
-0.138873070478439,1
-0.161779403686523,1
-0.199536442756653,1
-0.237235084176064,1
-0.257995396852493,1
-0.276117891073227,1
-0.276268512010574,1
-0.277517914772034,1
-0.280182659626007,1
-0.280020862817764,1
-0.266728222370148,1
-0.259869158267975,1
-0.254289478063583,1
-0.25309693813324,1
-0.220088422298431,1
-0.209778800606728,1
-0.195428654551506,1
-0.195775851607323,1
-0.28920903801918,1
-0.283425152301788,1
-0.276605278253555,1
-0.272058576345444,1
-0.272207289934158,1
-0.279361873865128,1
-0.281274557113647,1
-0.271590948104858,1
-0.256408751010895,1
-0.235729709267616,1
-0.197903245687485,1
-0.145753160119057,1
-0.11385877430439,1
-0.110627911984921,1
-0.123785190284252,1
-0.140940397977829,1
-0.186053350567818,1
-0.20034721493721,1
-0.2254568785429,1
-0.259935915470123,1
-0.250068426132202,1
-0.26335483789444,1
-0.275054305791855,1
-0.284558653831482,1
-0.275200992822647,1
-0.262923747301102,1
-0.243798062205315,1
-0.233532845973969,1
-0.214102134108543,1
-0.28411003947258,1
-0.292773574590683,1
-0.293515861034393,1
-0.295151948928833,1
-0.27206888794899,1
-0.252419590950012,1
-0.237682938575745,1
-0.172978788614273,1
-0.128532156348228,1
-0.102311491966248,1
-0.0894279405474663,1
-0.0985812246799469,1
-0.130787253379822,1
-0.160053461790085,1
-0.191966578364372,1
-0.204427659511566,1
-0.221347957849503,1
-0.231595247983932,1
-0.256897747516632,1
-0.269257783889771,1
-0.282158017158508,1
-0.277947753667831,1
-0.265654563903809,1
-0.256375819444656,1
-0.251382768154144,1
-0.277759373188019,1
-0.271994143724442,1
-0.259966760873795,1
-0.246411859989166,1
-0.241898715496063,1
-0.234609633684158,1
-0.181601762771606,1
-0.128509640693665,1
-0.0988235622644424,1
-0.089343748986721,1
-0.105196692049503,1
-0.138187974691391,1
-0.169827088713646,1
-0.188807800412178,1
-0.203741952776909,1
-0.197585925459862,1
-0.199402883648872,1
-0.217334553599358,1
-0.251316010951996,1
-0.26681512594223,1
-0.264184504747391,1
-0.261873006820679,1
-0.263077020645142,1
-0.253013461828232,1
-0.250301718711853,1
-0.216887608170509,1
-0.182842597365379,1
-0.192998617887497,1
-0.205509275197983,1
-0.225379377603531,1
-0.22460001707077,1
-0.180892169475555,1
-0.137029215693474,1
-0.114082172513008,1
-0.118350617587566,1
-0.144441738724709,1
-0.175674736499786,1
-0.165040105581284,1
-0.174684226512909,1
-0.163703188300133,1
-0.158512592315674,1
-0.17377282679081,1
-0.215821146965027,1
-0.160084798932076,1
-0.144157856702805,1
-0.194517016410828,1
-0.240253120660782,1
-0.242384552955627,1
-0.203135281801224,1
-0.161461412906647,1
-0.137711182236671,1
-0.145661041140556,1
-0.153852984309196,1
-0.123202569782734,1
-0.130806222558022,1
-0.11542209982872,1
-0.0851823538541794,1
-0.129083439707756,1
-0.188581854104996,1
-0.242654219269753,1
-0.243800595402718,1
-0.213778749108315,1
-0.18075492978096,1
-0.166231662034988,1
-0.149584859609604,1
-0.0905333533883095,1
-0.072357639670372,1
-0.106992043554783,1
-0.177761346101761,1
-0.22426775097847,1
-0.235961601138115,1
-0.224073529243469,1
-0.202844262123108,1
-0.197230666875839,1
-0.152362361550331,1
-0.100764468312263,1
-0.305286049842834,1
-0.279002070426941,1
-0.262226760387421,1
-0.25349697470665,1
-0.236490532755852,1
-0.223998799920082,1
-0.215845346450806,1
-0.207036644220352,1
-0.184823304414749,1
-0.174931153655052,1
-0.195757821202278,1
-0.198343634605408,1
-0.226597413420677,1
-0.222423925995827,1
-0.225369781255722,1
-0.23330794274807,1
-0.260785102844238,1
-0.25252965092659,1
-0.327470272779465,1
-0.318364024162292,1
-0.310731261968613,1
-0.289596259593964,1
-0.279068827629089,1
-0.267062842845917,1
-0.256687551736832,1
-0.243645623326302,1
-0.236535742878914,1
-0.219937011599541,1
-0.206500425934792,1
-0.167078495025635,1
-0.15118981897831,1
-0.14874067902565,1
-0.225906163454056,1
-0.237464517354965,1
-0.249452695250511,1
-0.243581831455231,1
-0.2361069470644,1
-0.249062448740005,1
-0.258424431085587,1
-0.267377406358719,1
-0.276687145233154,1
-0.28760626912117,1
-0.32785901427269,1
-0.320054531097412,1
-0.308237165212631,1
-0.298721194267273,1
-0.284424066543579,1
-0.270381331443787,1
-0.264514535665512,1
-0.251666039228439,1
-0.250565737485886,1
-0.23345011472702,1
-0.211204797029495,1
-0.177728042006493,1
-0.150246486067772,1
-0.154299423098564,1
-0.227217078208923,1
-0.236165121197701,1
-0.248122021555901,1
-0.263106465339661,1
-0.266383320093155,1
-0.275140970945358,1
-0.268734395503998,1
-0.281842529773712,1
-0.276267975568771,1
-0.288300275802612,1
-0.293373644351959,1
-0.293052047491074,1
-0.295202910900116,1
-0.283367067575455,1
-0.326220482587814,1
-0.325206398963928,1
-0.322057694196701,1
-0.301997482776642,1
-0.280842125415802,1
-0.274330228567123,1
-0.258869051933289,1
-0.255178034305573,1
-0.256067365407944,1
-0.253733903169632,1
-0.238074794411659,1
-0.217719838023186,1
-0.188100531697273,1
-0.163818508386612,1
-0.153851374983788,1
-0.131125137209892,1
-0.21332910656929,1
-0.231309309601784,1
-0.246918857097626,1
-0.251741081476212,1
-0.257685273885727,1
-0.270268738269806,1
-0.273614078760147,1
-0.290462374687195,1
-0.29981330037117,1
-0.309135645627975,1
-0.294853419065475,1
-0.289133071899414,1
-0.275501221418381,1
-0.274138540029526,1
-0.273922204971313,1
-0.27283176779747,1
-0.241618677973747,1
-0.237352803349495,1
-0.234353810548782,1
-0.25772100687027,1
-0.280382961034775,1
-0.29348012804985,1
-0.303443521261215,1
-0.303111702203751,1
-0.295724928379059,1
-0.271661579608917,1
-0.258969217538834,1
-0.25701305270195,1
-0.259267032146454,1
-0.266794413328171,1
-0.275422960519791,1
-0.26944962143898,1
-0.257649660110474,1
-0.240343272686005,1
-0.209121450781822,1
-0.183537766337395,1
-0.177718728780746,1
-0.151642873883247,1
-0.188767835497856,1
-0.223556086421013,1
-0.243178054690361,1
-0.250587731599808,1
-0.250308901071548,1
-0.27134957909584,1
-0.27158185839653,1
-0.287458151578903,1
-0.304574847221375,1
-0.312531322240829,1
-0.307850480079651,1
-0.29377669095993,1
-0.257809162139893,1
-0.259366810321808,1
-0.263507694005966,1
-0.269776850938797,1
-0.258065909147263,1
-0.254738956689835,1
-0.243219435214996,1
-0.241314575076103,1
-0.237105533480644,1
-0.240875229239464,1
-0.240895301103592,1
-0.238974869251251,1
-0.245235398411751,1
-0.252199321985245,1
-0.264154523611069,1
-0.278966456651688,1
-0.277231752872467,1
-0.274488478899002,1
-0.250566601753235,1
-0.243118897080421,1
-0.243989706039429,1
-0.254215449094772,1
-0.269324690103531,1
-0.277237445116043,1
-0.265498995780945,1
-0.273054510354996,1
-0.252397000789642,1
-0.222212702035904,1
-0.194385722279549,1
-0.184736058115959,1
-0.175505548715591,1
-0.200158715248108,1
-0.234716191887856,1
-0.248645171523094,1
-0.254271358251572,1
-0.262524664402008,1
-0.275522738695145,1
-0.273411095142365,1
-0.288540571928024,1
-0.295556426048279,1
-0.300061076879501,1
-0.290220499038696,1
-0.280953288078308,1
-0.249426290392876,1
-0.250134915113449,1
-0.258632600307465,1
-0.264529287815094,1
-0.265307396650314,1
-0.264875948429108,1
-0.261893332004547,1
-0.261050671339035,1
-0.260385513305664,1
-0.249038130044937,1
-0.246406674385071,1
-0.237352073192596,1
-0.239983037114143,1
-0.237529143691063,1
-0.249733775854111,1
-0.249812349677086,1
-0.242929920554161,1
-0.257010281085968,1
-0.246150255203247,1
-0.239645034074783,1
-0.230922743678093,1
-0.240913480520248,1
-0.258521348237991,1
-0.279737561941147,1
-0.279837340116501,1
-0.284247219562531,1
-0.263441264629364,1
-0.232424557209015,1
-0.205412313342094,1
-0.196878045797348,1
-0.194248124957085,1
-0.21061971783638,1
-0.233469992876053,1
-0.243699043989182,1
-0.260358273983002,1
-0.267464876174927,1
-0.275565922260284,1
-0.275070548057556,1
-0.27816104888916,1
-0.27872222661972,1
-0.264059990644455,1
-0.261540144681931,1
-0.258972764015198,1
-0.245215743780136,1
-0.261496841907501,1
-0.269213378429413,1
-0.261981248855591,1
-0.263380140066147,1
-0.26974031329155,1
-0.273728221654892,1
-0.269421190023422,1
-0.270763993263245,1
-0.256185859441757,1
-0.257683515548706,1
-0.251282632350922,1
-0.243547558784485,1
-0.239785775542259,1
-0.245165094733238,1
-0.249179840087891,1
-0.24787937104702,1
-0.259604811668396,1
-0.254290819168091,1
-0.249769151210785,1
-0.232143133878708,1
-0.237025558948517,1
-0.246333166956902,1
-0.271553039550781,1
-0.268172234296799,1
-0.278311014175415,1
-0.265709966421127,1
-0.24512480199337,1
-0.219690054655075,1
-0.205356255173683,1
-0.183190062642097,1
-0.168587327003479,1
-0.222235530614853,1
-0.229087248444557,1
-0.240209624171257,1
-0.263313204050064,1
-0.266999334096909,1
-0.265491336584091,1
-0.272862434387207,1
-0.261487543582916,1
-0.247967898845673,1
-0.216070473194122,1
-0.224041104316711,1
-0.236024618148804,1
-0.238076448440552,1
-0.25801157951355,1
-0.266023546457291,1
-0.26325061917305,1
-0.290302604436874,1
-0.292119771242142,1
-0.29367470741272,1
-0.290681838989258,1
-0.288866281509399,1
-0.280368894338608,1
-0.276886492967606,1
-0.276592493057251,1
-0.271155208349228,1
-0.268804669380188,1
-0.260072112083435,1
-0.266512393951416,1
-0.268156707286835,1
-0.273605704307556,1
-0.272118598222733,1
-0.264486163854599,1
-0.252651900053024,1
-0.236028000712395,1
-0.234238237142563,1
-0.249197825789452,1
-0.232761144638062,1
-0.243481919169426,1
-0.240136191248894,1
-0.236875802278519,1
-0.219096004962921,1
-0.205722481012344,1
-0.182991087436676,1
-0.221052646636963,1
-0.231726065278053,1
-0.241734027862549,1
-0.26210430264473,1
-0.268442988395691,1
-0.271568357944489,1
-0.270029246807098,1
-0.238909885287285,1
-0.202538892626762,1
-0.186388775706291,1
-0.183608785271645,1
-0.192597761750221,1
-0.210167527198792,1
-0.229110881686211,1
-0.251282304525375,1
-0.264467060565948,1
-0.295117825269699,1
-0.293355584144592,1
-0.294421434402466,1
-0.294654339551926,1
-0.289082229137421,1
-0.270674884319305,1
-0.276425838470459,1
-0.286158382892609,1
-0.289177566766739,1
-0.286200553178787,1
-0.284168571233749,1
-0.280792206525803,1
-0.28455376625061,1
-0.266200363636017,1
-0.249785378575325,1
-0.241463959217072,1
-0.226208001375198,1
-0.23330520093441,1
-0.21366985142231,1
-0.2189601957798,1
-0.201924070715904,1
-0.210993960499763,1
-0.217082336544991,1
-0.22253680229187,1
-0.213026374578476,1
-0.208218604326248,1
-0.19236433506012,1
-0.237175360321999,1
-0.244579628109932,1
-0.259410828351974,1
-0.28302326798439,1
-0.276399374008179,1
-0.28152060508728,1
-0.261849015951157,1
-0.230130657553673,1
-0.211106345057487,1
-0.187974214553833,1
-0.183094903826714,1
-0.185809105634689,1
-0.213104128837585,1
-0.24357433617115,1
-0.269318044185638,1
-0.286664843559265,1
-0.303774744272232,1
-0.297217965126038,1
-0.294596254825592,1
-0.281543850898743,1
-0.270102679729462,1
-0.254552692174911,1
-0.258146494626999,1
-0.267551600933075,1
-0.284204632043839,1
-0.29531055688858,1
-0.291942417621613,1
-0.283791422843933,1
-0.265129625797272,1
-0.254265666007996,1
-0.242829903960228,1
-0.245666891336441,1
-0.239310264587402,1
-0.246161803603172,1
-0.232912987470627,1
-0.226976841688156,1
-0.208047822117805,1
-0.207446098327637,1
-0.206966653466225,1
-0.215947493910789,1
-0.204187974333763,1
-0.211127445101738,1
-0.207270890474319,1
-0.261264264583588,1
-0.2988261282444,1
-0.281393587589264,1
-0.264991909265518,1
-0.236979752779007,1
-0.241395801305771,1
-0.222373530268669,1
-0.217623889446259,1
-0.213219344615936,1
-0.234544470906258,1
-0.252085089683533,1
-0.272605568170547,1
-0.300534397363663,1
-0.33248096704483,1
-0.321277379989624,1
-0.2959905564785,1
-0.243886783719063,1
-0.220657587051392,1
-0.205526053905487,1
-0.205523952841759,1
-0.224529847502708,1
-0.26531520485878,1
-0.285935699939728,1
-0.286309450864792,1
-0.279924958944321,1
-0.268129765987396,1
-0.258502751588821,1
-0.241948351264,1
-0.245667949318886,1
-0.241091564297676,1
-0.257960706949234,1
-0.249300330877304,1
-0.246638938784599,1
-0.219143331050873,1
-0.212667360901833,1
-0.20245373249054,1
-0.208744674921036,1
-0.202172502875328,1
-0.202490568161011,1
-0.206116393208504,1
-0.261449247598648,1
-0.300115764141083,1
-0.294214934110641,1
-0.268737137317657,1
-0.258354514837265,1
-0.263606786727905,1
-0.262419462203979,1
-0.245684638619423,1
-0.234378531575203,1
-0.256367683410645,1
-0.278776198625565,1
-0.287106841802597,1
-0.303608983755112,1
-0.326626300811768,1
-0.310323178768158,1
-0.272688448429108,1
-0.199327901005745,1
-0.158900812268257,1
-0.156501993536949,1
-0.166641741991043,1
-0.194044530391693,1
-0.268740713596344,1
-0.297837316989899,1
-0.298425436019897,1
-0.297221571207047,1
-0.270683974027634,1
-0.259349286556244,1
-0.251110851764679,1
-0.251240521669388,1
-0.253148078918457,1
-0.256354063749313,1
-0.259990036487579,1
-0.266576737165451,1
-0.236877962946892,1
-0.22052001953125,1
-0.207374900579453,1
-0.214873060584068,1
-0.204311236739159,1
-0.201142102479935,1
-0.279580414295197,1
-0.281028568744659,1
-0.286748796701431,1
-0.277105689048767,1
-0.255088031291962,1
