effectSizes_rating_withoutBrehl,sig_rating_withoutBrehl
-0.0133237699046731,0
-0.0293207708746195,0
-0.0168445594608784,0
0.000661897764075547,0
0.0155021287500858,0
0.00849912315607071,0
-0.0147877149283886,0
-0.0289643201977015,0
-0.0342159830033779,0
-0.0429061464965343,0
-0.047870259732008,0
-0.0545910485088825,0
-0.054198257625103,0
-0.0389264784753323,0
-0.0257955733686686,0
-0.0161977484822273,0
-0.00584959052503109,0
-0.00869060400873423,0
-0.00613586185500026,0
0.000386090745450929,0
0.00539940688759089,0
-0.011406447738409,0
-0.0267075207084417,0
-0.0305517707020044,0
-0.0451120473444462,0
-0.0382152684032917,0
-0.0378482230007648,0
-0.0217497181147337,0
0.00108071661088616,0
0.0158606301993132,0
0.00330273807048798,0
-0.0226561389863491,0
-0.0350987911224365,0
-0.0344604291021824,0
-0.0397134497761726,0
-0.0402763225138187,0
-0.0404324159026146,0
-0.0471208468079567,0
-0.0390962138772011,0
-0.0336969643831253,0
-0.0120574440807104,0
0.00808281917124987,0
0.00554596912115812,0
-0.00119988434016705,0
0.00281068007461727,0
0.00124392379075289,0
-0.0154288057237864,0
-0.0216803401708603,0
-0.0153983281925321,0
-0.00903990957885981,0
-0.013391918502748,0
0.00801870971918106,0
0.0151097094640136,0
5.14553285029251e-05,0
-0.0360607840120792,0
-0.054852556437254,0
-0.0563266351819038,0
-0.0590244047343731,0
-0.0535563342273235,0
-0.052136268466711,0
-0.0641060248017311,0
-0.0548484697937965,0
-0.0437548868358135,0
0.00126300484407693,0
0.0163131076842546,0
0.011038969270885,0
0.0106480121612549,0
0.00759097840636969,0
0.0123256351798773,0
0.0040240753442049,0
-0.00330151477828622,0
-0.00543481018394232,0
-0.0118957506492734,0
-0.00218193419277668,0
-0.00129979790654033,0
-0.0210544988512993,0
-0.0599717199802399,0
-0.07064488530159,0
-0.0753665342926979,0
-0.0712424069643021,0
-0.0624585933983326,0
-0.0587112829089165,0
-0.0626777932047844,0
-0.0563555769622326,0
-0.0471032969653606,0
-0.00121829065028578,0
0.0172225087881088,0
0.0154647761955857,0
0.0219202376902103,0
0.0198190230876207,0
0.025600453838706,0
0.0195606127381325,0
0.0185371153056622,0
0.0123774707317352,0
-0.0239338800311089,0
-0.0243680011481047,0
-0.0361842215061188,0
-0.0690328180789948,0
-0.0754936560988426,0
-0.0812131315469742,0
-0.0770237669348717,0
-0.0604095160961151,0
-0.0537469685077667,0
-0.0552870258688927,0
-0.0436439625918865,0
-0.0354026667773724,0
-0.0136395627632737,0
0.0100691448897123,0
0.00654543377459049,0
0.0187514014542103,0
-0.0463756956160069,0
-0.0390844903886318,0
-0.0473903566598892,0
-0.0648846030235291,0
-0.0684221237897873,0
-0.0731680691242218,0
-0.0693536326289177,0
-0.0635387971997261,0
-0.0626868903636932,0
-0.058985061943531,0
-0.0445510894060135,0
-0.0378578081727028,0
-0.0171600207686424,0
0.0127302389591932,0
0.0123280240222812,0
0.0274937078356743,0
-0.0669382512569427,0
-0.0747773796319962,0
-0.0653002113103867,0
-0.0507338382303715,0
-0.050211850553751,0
-0.0450948290526867,0
-0.0470482148230076,0
-0.0420303158462048,0
-0.0264128986746073,0
-0.0059494455344975,0
-0.0602556392550468,0
-0.0521356426179409,0
-0.0396038070321083,0
-0.0355799682438374,0
-0.0321107916533947,0
-0.0437415018677711,0
-0.0377029180526733,0
-0.0472500249743462,0
-0.0500984340906143,0
-0.0481678657233715,0
-0.032847985625267,0
-0.0344669781625271,0
-0.046704389154911,0
-0.0500642694532871,0
-0.0360440313816071,0
-0.0201104823499918,0
-0.0112254293635488,0
-0.0112085193395615,0
-0.0093467915430665,0
-0.00884210597723722,0
-0.00985509622842073,0
-0.0111004300415516,0
-0.0054039959795773,0
-0.0120075028389692,0
-0.0187397301197052,0
-0.0475810989737511,0
-0.0464766249060631,0
-0.0370146445930004,0
-0.0362479835748672,0
-0.0454976260662079,0
-0.0331593491137028,0
-0.0209024343639612,0
-0.0119506753981113,0
-0.000549356802366674,0
0.00695535587146878,0
0.00285091390833259,0
-0.00950928218662739,0
-0.016235064715147,0
-0.0173438098281622,0
-0.0168519727885723,0
-0.0242396164685488,0
-0.0376795791089535,0
-0.0421655513346195,0
-0.0584615990519524,0
-0.0682898387312889,0
-0.054328128695488,0
-0.0481074042618275,0
-0.0400567576289177,0
0.00968684069812298,0
0.00239195488393307,0
-0.012988212518394,0
-0.0241119228303432,0
-0.026503587141633,0
-0.0295442827045918,0
-0.0450097769498825,0
-0.0593795068562031,0
-0.0622251071035862,0
-0.0423230193555355,0
-0.0500328876078129,0
-0.0690283551812172,0
-0.055982518941164,0
-0.0510224476456642,0
-0.0323279090225697,0
-0.0372999683022499,0
-0.0479977652430534,0
-0.0499905608594418,0
-0.0594004988670349,0
-0.066534586250782,0
-0.0663896054029465,0
-0.0466988086700439,0
-0.0505214892327785,0
-0.0612478964030743,0
-0.0425799041986465,0
-0.0412666760385036,0
-0.0329061970114708,0
-0.0328521057963371,0
-0.04724046215415,0
-0.0443805381655693,0
-0.0536155924201012,0
-0.0515880659222603,0
-0.0539839528501034,0
-0.053924597799778,0
-0.0526396371424198,0
-0.0550452582538128,0
-0.0294903591275215,0
-0.0235231295228004,0
-0.0336445383727551,0
-0.033948790282011,0
-0.0416582189500332,0
-0.0411101840436459,0
-0.0524411499500275,0
-0.0533015429973602,0
-0.0425031036138535,0
-0.0394045226275921,0
-0.0305130034685135,0
-0.027693135663867,0
-0.0350252017378807,0
-0.029891699552536,0
-0.0365561693906784,0
-0.0470387637615204,0
-0.0591476000845432,0
-0.0516354255378246,0
-0.0366067104041576,0
-0.02996582724154,0
-0.0287797078490257,0
-0.0289483796805143,0
-0.0245402920991182,0
-0.0358287580311298,0
-0.0490825697779655,0
-0.0651916712522507,0
-0.0242501273751259,0
-0.0141251385211945,0
-0.0135277500376105,0
-0.0107077760621905,0
-0.0226148664951324,0
-0.043097447603941,0
-0.061229445040226,0
-0.00437342887744308,0
-0.0069497162476182,0
-0.00559265026822686,0
-0.0223702918738127,0
-0.0348838306963444,0
-0.0250717643648386,0
-0.0203840602189302,0
-0.00800089351832867,0
-0.000567015260457993,0
0.00255974405445158,0
-0.0189603511244059,0
-0.0242591314017773,0
-0.0300220400094986,0
-0.0200280994176865,0
-0.0146488528698683,0
0.0043125357478857,0
-0.00570356519892812,0
-0.0118829905986786,0
-0.00754255941137671,0
-0.0143982702866197,0
-0.027958370745182,0
0.00173159106634557,0
-0.00796518102288246,0
-0.0155042223632336,0
-0.0166374426335096,0
-0.0163283403962851,0
-0.0152139393612742,0
-0.00604111328721046,0
-0.00544962286949158,0
-0.0115725761279464,0
-0.0299658011645079,0
-0.0280842408537865,0
-0.0284547209739685,0
-0.0199176333844662,0
-0.0121829779818654,0
-0.00168750621378422,0
0.00837184581905603,0
-0.00652410695329309,0
-0.00475823180750012,0
-0.00519552314653993,0
-0.0125402621924877,0
-0.0310203246772289,0
-0.0061024040915072,0
-0.00287627708166838,0
0.00969841983169317,0
-0.00419980147853494,0
-0.0094641475006938,0
-0.0153892459347844,0
-0.0275328606367111,0
-0.0379895530641079,0
-0.0436133183538914,0
-0.0416364632546902,0
-0.0399707742035389,0
-0.0286830179393291,0
-0.0145145235583186,0
0.00129351613577455,0
0.00929825659841299,0
0.0164950452744961,0
0.0252094864845276,0
-0.00718436809256673,0
-0.00303868181072176,0
-0.00729550467804074,0
-0.012783077545464,0
0.000751694838982075,0
-0.0340146645903587,0
-0.0136508420109749,0
-0.000736376852728426,0
0.00830397382378578,0
0.00724231917411089,0
-0.0116001069545746,0
-0.0213274266570807,0
-0.025656009092927,0
-0.0338977724313736,0
-0.0465133227407932,0
-0.0531613789498806,0
-0.045411791652441,0
-0.0392619594931602,0
-0.0270666442811489,0
-0.00929534714668989,0
0.00175776286050677,0
0.00953606329858303,0
0.00754822930321097,0
0.0106909358873963,0
0.0124057773500681,0
-0.000666660722345114,0
-0.0140499072149396,0
-0.019414272159338,0
0.00169460009783506,0
-0.00719543686136603,0
-0.00780046312138438,0
-0.0148931611329317,0
-0.0311033148318529,0
-0.016216192394495,0
-0.016841109842062,0
-0.0357244089245796,0
-0.0314866863191128,0
-0.0265090838074684,0
-0.0119453445076942,0
-0.00277486070990562,0
-0.00757754780352116,0
-0.0257367175072432,0
-0.03925621509552,0
-0.034826572984457,0
-0.0385230891406536,0
-0.0436049997806549,0
-0.0440664887428284,0
-0.0407499335706234,0
-0.0287057049572468,0
-0.0248442776501179,0
-0.00639671366661787,0
0.00544428545981646,0
0.00772401550784707,0
0.00222529377788305,0
-0.00289744720794261,0
-0.0113848345354199,0
-0.0214660558849573,0
-0.0166311822831631,0
-0.00794220715761185,0
0.00158790498971939,0
-0.000599536404479295,0
-0.0180585645139217,0
-0.0221530161798,0
-0.0304339304566383,0
-0.0379382781684399,0
-0.0356748774647713,0
-0.0435878187417984,0
-0.0335707925260067,0
-0.027660146355629,0
-0.0246173515915871,0
-0.0215488262474537,0
-0.0151700098067522,0
-0.0222599115222692,0
-0.0411714166402817,0
-0.0461793020367622,0
-0.0409600511193275,0
-0.0389105267822742,0
-0.0332802124321461,0
-0.0292942486703396,0
-0.0329201221466064,0
-0.0256620272994041,0
-0.0260352268815041,0
-0.00851333513855934,0
0.00609373766928911,0
0.0043585835956037,0
-0.00569244660437107,0
-0.0172664020210505,0
-0.0256169233471155,0
-0.0258803330361843,0
-0.015326919965446,0
-0.00762043194845319,0
0.00485021760687232,0
-0.00756121054291725,0
-0.0164338629692793,0
-0.0390549413859844,0
-0.00831978116184473,0
-0.0176786780357361,0
-0.0206846483051777,0
-0.0392915233969688,0
-0.0561646185815334,0
-0.0663116276264191,0
-0.0560005009174347,0
-0.0473475940525532,0
-0.0454371310770512,0
-0.0459803491830826,0
-0.0519714616239071,0
-0.0465644858777523,0
-0.0396994166076183,0
-0.0100726988166571,0
0.00442288443446159,0
0.00755812646821141,0
-0.00459414022043347,0
-0.00896191038191319,0
-0.0156235257163644,0
-0.0167317111045122,0
-0.0211351905018091,0
-0.0135839302092791,0
-0.00855105090886354,0
-0.0115132685750723,0
-0.0217427667230368,0
-0.0256427433341742,0
-0.04161012545228,0
-0.0679514482617378,0
-0.0750554502010345,0
-0.061353262513876,0
-0.0533044077455997,0
-0.0508531704545021,0
-0.0521098934113979,0
-0.0522010587155819,0
-0.0510140843689442,0
-0.0420135334134102,0
-0.016901683062315,0
0.00359601899981499,0
0.00790549535304308,0
0.0142189972102642,0
0.0126837873831391,0
0.00720298290252686,0
-0.00294105987995863,0
-0.00260113296099007,0
-0.00630635442212224,0
-0.0123691512271762,0
-0.0248271077871323,0
-0.02923933416605,0
-0.0389112457633018,0
-0.0614095851778984,0
-0.0631924495100975,0
-0.0582643151283264,0
-0.05573670566082,0
-0.0514205023646355,0
-0.0484315678477287,0
-0.0475982278585434,0
-0.0404727347195148,0
-0.0339666120707989,0
-0.0194698385894299,0
-0.00627389969304204,0
-0.00449823588132858,0
0.0113877896219492,0
0.0197161100804806,0
0.021971320733428,0
0.00567078962922096,0
0.00549960881471634,0
0.00619567185640335,0
-0.0379771552979946,0
-0.0299393068999052,0
-0.0317681878805161,0
-0.0468131192028522,0
-0.0524490810930729,0
-0.0543424040079117,0
-0.0551994070410728,0
-0.0542102083563805,0
-0.0503041185438633,0
-0.0532502084970474,0
-0.0413687527179718,0
-0.0334406085312366,0
-0.0199317615479231,0
-0.0021436121314764,0
-0.00212755613029003,0
0.0119117749854922,0
0.0134366620332003,0
0.00936300586909056,0
0.00501573272049427,0
0.00610273703932762,0
-0.00037113600410521,0
-0.03726601973176,0
-0.047222800552845,0
-0.060066569596529,0
-0.0568629875779152,0
-0.0529856458306313,0
-0.048965472728014,0
-0.0492054857313633,0
-0.0410301350057125,0
-0.0400105305016041,0
-0.0343292690813541,0
-0.021851846948266,0
-0.0141429994255304,0
0.000700576812960207,0
0.0146437594667077,0
0.00740859052166343,0
-0.0388881750404835,0
-0.0546622574329376,0
-0.0468184091150761,0
-0.0431783422827721,0
-0.0409846343100071,0
-0.0424146503210068,0
-0.0513971149921417,0
-0.0450543090701103,0
-0.025609428063035,0
-0.00670732883736491,0
-0.0390710905194283,0
-0.0559747517108917,0
-0.0479702912271023,0
-0.0453217960894108,0
-0.0494089871644974,0
-0.049780584871769,0
-0.0570017658174038,0
-0.0465035513043404,0
-0.0292383786290884,0
-0.00804214365780354,0
-0.0523596368730068,0
0.0134441498667002,0
0.0240191668272018,0
0.0119363879784942,0
0.0103773679584265,0
-0.00720919435843825,0
-0.00724617205560207,0
0.0315632671117783,0
0.031514760106802,0
0.0217696595937014,0
0.0220765266567469,0
0.0187595952302217,0
0.020267428830266,0
0.0161636918783188,0
-0.0017324147047475,0
0.0145398275926709,0
0.0266051795333624,0
0.0361625850200653,0
0.0349016413092613,0
0.0292130205780268,0
0.0195350740104914,0
0.0213079676032066,0
0.0386553853750229,0
0.0468964949250221,0
0.0314517505466938,0
0.0147083923220634,0
0.0206535663455725,0
0.00462785037234426,0
-0.0126916337758303,0
-0.00793629884719849,0
-0.0340048186480999,0
-0.0302401594817638,0
-0.0306638162583113,0
-0.0327499620616436,0
-0.0214304029941559,0
-0.015107549726963,0
-0.0146717885509133,0
-0.0112196728587151,0
-0.00525190308690071,0
-0.00542657496407628,0
-0.0113007053732872,0
-0.0157939475029707,0
-0.0129604833200574,0
-0.0235311649739742,0
-0.0443840511143208,0
-0.0338345356285572,0
-0.0271020624786615,0
-0.022247513756156,0
-0.0248487275093794,0
-0.0274532530456781,0
-0.0175145491957664,0
-0.00597254931926727,0
0.00260823499411345,0
0.000418203067965806,0
0.00258280569687486,0
0.00158306118100882,0
0.00065331271616742,0
0.000635643256828189,0
-0.00197188253514469,0
-0.00778484158217907,0
-0.0184216070920229,0
-0.0410384647548199,0
-0.0382666029036045,0
-0.0321437940001488,0
-0.0375388488173485,0
-0.0418124534189701,0
-0.0310387723147869,0
-0.0286570675671101,0
-0.0217747427523136,0
-0.0254659224301577,0
-0.0307008773088455,0
-0.0216025207191706,0
-0.00625949958339334,0
0.00682723661884665,0
0.00915588811039925,0
0.0127246780321002,0
0.00869986787438393,0
0.0099559398368001,0
0.00896525848656893,0
-0.00226730271242559,0
-0.0043556522578001,0
-0.0151808317750692,0
-0.0257421359419823,0
-0.0417651645839214,0
-0.0501513481140137,0
-0.0579812787473202,0
-0.0515831373631954,0
-0.0410950034856796,0
-0.0292494241148233,0
-0.0366235338151455,0
-0.0444543324410915,0
-0.027971176430583,0
-0.0236228201538324,0
-0.0212451126426458,0
-0.0187662169337273,0
-0.0296048447489738,0
-0.0183335430920124,0
-0.0034852484241128,0
0.00625741202384233,0
0.0167497247457504,0
0.0255413707345724,0
0.0225834064185619,0
0.0141935124993324,0
0.0101671554148197,0
-0.00073999329470098,0
-0.00537003157660365,0
-0.0176701676100492,0
-0.035868015140295,0
-0.0512473694980145,0
-0.0281393248587847,0
-0.0363224819302559,0
-0.0479789339005947,0
-0.0546555854380131,0
-0.0420322418212891,0
-0.0332747995853424,0
-0.0286573469638824,0
-0.042707946151495,0
-0.0511690117418766,0
-0.0287098120898008,0
-0.0226382240653038,0
-0.0103356679901481,0
-0.0166700389236212,0
-0.0380740948021412,0
-0.02497573569417,0
-0.00680115213617682,0
0.00475355563685298,0
0.0174532309174538,0
0.0271913595497608,0
0.0258224848657846,0
0.0181893296539783,0
0.00490407831966877,0
-0.00548495771363378,0
-0.00903758965432644,0
-0.024111445993185,0
-0.0416963174939156,0
-0.0522755458950996,0
-0.0716338008642197,0
-0.0218995455652475,0
-0.0259501859545708,0
-0.0374540351331234,0
-0.0373035706579685,0
-0.0279743634164333,0
-0.0187851972877979,0
-0.0285384282469749,0
-0.0450799241662025,0
-0.0534091144800186,0
-0.0358763225376606,0
-0.026387307792902,0
-0.0182193238288164,0
-0.016062892973423,0
-0.0386323630809784,0
-0.0346101336181164,0
-0.0111743519082665,0
0.00371991749852896,0
0.0194849614053965,0
0.0164841078221798,0
0.0148524725809693,0
-0.000469128281110898,0
-0.00851068180054426,0
-0.023537514731288,0
-0.0269988086074591,0
-0.0416903309524059,0
-0.0501575581729412,0
-0.0561352632939816,0
-0.065243661403656,0
-0.0598937645554543,0
-0.00870781298726797,0
-0.0120077226310968,0
-0.025956965982914,0
-0.0287365894764662,0
-0.0208926685154438,0
-0.0150477802380919,0
-0.0318994894623756,0
-0.0449348352849483,0
-0.0521656461060047,0
-0.0342172794044018,0
-0.0293217469006777,0
-0.0150537947192788,0
-0.0097106397151947,0
-0.0265411213040352,0
-0.0245089400559664,0
-0.00971667468547821,0
-0.000108300264400896,0
0.00178816716652364,0
-0.00892955530434847,0
-0.00573764275759459,0
-0.00679521868005395,0
-0.0174920037388802,0
-0.0306692142039537,0
-0.0341153852641582,0
-0.0435728691518307,0
-0.0428585894405842,0
-0.0444410592317581,0
-0.0422374457120895,0
-0.0377941876649857,0
-0.0226348396390676,0
-0.0250293761491776,0
-0.0260138232260942,0
-0.0260183606296778,0
-0.0406918339431286,0
-0.0443229675292969,0
-0.050720289349556,0
-0.0366109609603882,0
-0.0217585097998381,0
-0.0101279951632023,0
-0.00112472439650446,0
-0.0130744501948357,0
-0.0142320413142443,0
-0.0271072275936604,0
-0.0187331233173609,0
-0.0139696253463626,0
-0.0115462625399232,0
-0.0250870734453201,0
-0.0212433040142059,0
-0.0306145306676626,0
-0.0316207520663738,0
-0.0392186343669891,0
-0.0439717657864094,0
-0.0276395380496979,0
-0.0165467672049999,0
-0.015926031395793,0
-0.0276228506118059,0
-0.0255104582756758,0
-0.0370935052633286,0
-0.0335826016962528,0
-0.0325543992221355,0
-0.0132331289350986,0
-0.00826579052954912,0
-0.00200096354819834,0
-0.000397000520024449,0
-0.039082258939743,0
-0.033303827047348,0
-0.0191902182996273,0
-0.0134515352547169,0
-0.0230794716626406,0
-0.0197133515030146,0
-0.0300008915364742,0
-0.0446818955242634,0
-0.0557254329323769,0
-0.0593853630125523,0
-0.0354091040790081,0
-0.00979147851467133,0
-0.00677866628393531,0
-0.0151187051087618,0
-0.0205679703503847,0
-0.0338257923722267,0
-0.0283575877547264,0
-0.0225329250097275,0
-0.00122132047545165,0
-0.00543347373604774,0
-0.0172748621553183,0
-0.00883635226637125,0
-0.0329749993979931,0
-0.0268695019185543,0
-0.024167612195015,0
-0.0270237606018782,0
-0.0243429243564606,0
-0.0362147353589535,0
-0.0535213425755501,0
-0.0676153674721718,0
-0.0766347199678421,0
-0.051408439874649,0
-0.028515512123704,0
-0.00865560304373503,0
0.00417807744815946,0
-0.00751954596489668,0
-0.0217130035161972,0
-0.0261426959186792,0
-0.0189957227557898,0
-0.00127225008327514,0
0.0129555091261864,0
0.00569092202931643,0
-0.00490839220583439,0
-0.00849327258765697,0
-0.0354291498661041,0
-0.0290418453514576,0
-0.02640076354146,0
-0.0175409633666277,0
-0.0105774886906147,0
-0.0327041409909725,0
-0.0566865392029285,0
-0.0712200626730919,0
-0.0199248306453228,0
-0.0202385298907757,0
-0.0127896713092923,0
-0.0145479589700699,0
-0.0217029768973589,0
-0.00682176603004336,0
-0.000739175477065146,0
0.0100445561110973,0
-0.00412921840324998,0
-0.0118857445195317,0
-0.013726850040257,0
-0.00585464667528868,0
-0.00352759403176606,0
0.0107171069830656,0
0.0174309946596622,0
0.0123212281614542,0
0.00880312453955412,0
-0.0316089615225792,0
-0.0228761844336987,0
-0.0161156058311462,0
-0.0135334990918636,0
-0.0353045202791691,0
-0.0500278472900391,0
-0.0698302164673805,0
-0.0129731884226203,0
-0.00456809671595693,0
-0.00283556384965777,0
-0.00631296262145042,0
-0.0187508203089237,0
-0.0172701571136713,0
-0.00708312727510929,0
-0.0104371523484588,0
-0.0159270316362381,0
-0.00192520290147513,0
0.00862265098839998,0
0.02089549228549,0
0.00242804922163486,0
-0.00890887994319201,0
-0.0117111383005977,0
-0.00459962664172053,0
-0.00194784160703421,0
0.0108857275918126,0
0.0137945609167218,0
0.0169102866202593,0
0.016630232334137,0
-0.0299933478236198,0
-0.0243526697158813,0
-0.0209962744265795,0
-0.0192314069718122,0
-0.0240192525088787,0
-0.0420227684080601,0
-0.0600418038666248,0
0.00118298083543777,0
0.00552636524662375,0
0.000215334148379043,0
-0.00563555024564266,0
-0.0112789422273636,0
0.00872332137078047,0
-0.00267141195945442,0
-0.00488355290144682,0
0.00146634213160723,0
0.00682879891246557,0
0.00577852549031377,0
-0.0118904421105981,0
-0.0186053663492203,0
-0.0124344173818827,0
-0.000686312385369092,0
0.00803446397185326,0
0.0179649535566568,0
0.026783300563693,0
0.0342766493558884,0
0.0293841361999512,0
-0.0292902644723654,0
-0.0227607078850269,0
-0.0185588467866182,0
-0.0109207769855857,0
-0.0156848896294832,0
-0.0363801345229149,0
-0.0592869743704796,0
-0.000602325715590268,0
0.0010550431907177,0
0.00346747925505042,0
-0.00618397211655974,0
0.0150794759392738,0
-0.00414786208420992,0
-0.0134377693757415,0
-0.0137123074382544,0
-0.0104944156482816,0
-0.0142835630103946,0
-0.0219930931925774,0
-0.0299500171095133,0
-0.0278073158115149,0
-0.0183201897889376,0
0.000135835885885172,0
0.015164309181273,0
0.0274706818163395,0
0.0302174352109432,0
0.0257794596254826,0
-0.00877109542489052,0
-0.0058896723203361,0
3.45467451552395e-05,0
-0.00704584550112486,0
-0.0205668937414885,0
-0.0408562980592251,0
-0.0142023423686624,0
-0.0129718724638224,0
-0.0110220136120915,0
-0.0236920863389969,0
-0.0410060249269009,0
-0.0303304139524698,0
-0.0175621118396521,0
-0.00309490063227713,0
-0.00415604840964079,0
-0.0198734272271395,0
-0.0260712988674641,0
-0.0239120405167341,0
-0.0168811343610287,0
-0.0223947241902351,0
-0.0231223907321692,0
-0.0274774804711342,0
-0.0250000897794962,0
-0.0179521143436432,0
0.00135216442868114,0
0.0159374941140413,0
0.0247701928019524,0
0.016233129426837,0
0.00641359807923436,0
-0.00244146096520126,0
-0.0157301053404808,0
-0.0250470153987408,0
-0.026136813685298,0
-0.00799277890473604,0
-0.00748895108699799,0
-0.00732874730601907,0
-0.00503466790542006,0
-0.00473617669194937,0
-0.0203092359006405,0
-0.0338877215981483,0
-0.0239019524306059,0
-0.0296816565096378,0
-0.0460913851857185,0
-0.0310978032648563,0
-0.0289492625743151,0
-0.0229176189750433,0
-0.0187759716063738,0
-0.0211471021175385,0
-0.0404269881546497,0
-0.0421232171356678,0
-0.0333877913653851,0
-0.0232350509613752,0
-0.0312908105552197,0
-0.0276856794953346,0
-0.0302482414990664,0
-0.0232309512794018,0
-0.0196693409234285,0
0.000988909043371677,0
0.0173919126391411,0
0.0155419902876019,0
0.000701385317370296,0
-0.0179386492818594,0
-0.030343197286129,0
-0.0358980819582939,0
-0.0271619781851768,0
-0.0160888750106096,0
-0.00510984100401402,0
-0.00885341688990593,0
-0.0263249669224024,0
-0.0291644763201475,0
-0.0293191038072109,0
-0.0282630529254675,0
-0.039781641215086,0
-0.036305945366621,0
-0.0388690456748009,0
-0.0338738486170769,0
-0.0288037173449993,0
-0.0222272742539644,0
-0.0237730890512466,0
-0.0318782702088356,0
-0.0368317812681198,0
-0.047723475843668,0
-0.0463328436017036,0
-0.0392641685903072,0
-0.0317879319190979,0
-0.0277835577726364,0
-0.0249624755233526,0
-0.0298881679773331,0
-0.0237323027104139,0
-0.0199707038700581,0
0.000179254304384813,0
0.0117157446220517,0
0.00583696691319346,0
-0.0134206153452396,0
-0.0388141758739948,0
-0.0522672943770885,0
-0.0528191402554512,0
-0.0287303179502487,0
-0.0153467683121562,0
-0.00741229625418782,0
-0.0151383969932795,0
-0.0314302667975426,0
-0.044212494045496,0
-0.057489424943924,0
-0.0527868047356606,0
0.000777254346758127,0
-0.017095698043704,0
-0.0321692712605,0
-0.0409768484532833,0
-0.0566337779164314,0
-0.0561060421168804,0
-0.048073772341013,0
-0.0360859446227551,0
-0.0357058010995388,0
-0.0343151614069939,0
-0.0418622605502605,0
-0.0349921844899654,0
-0.0270763132721186,0
-0.00589384650811553,0
0.00634355051442981,0
0.00124219548888505,0
-0.0136469602584839,0
-0.0254754647612572,0
-0.0359480045735836,0
-0.0434541739523411,0
-0.0383159555494785,0
-0.0284356791526079,0
-0.0250798277556896,0
-0.0484813302755356,0
-0.0671778172254562,0
-0.0703519210219383,0
-0.069089911878109,0
-0.0638338103890419,0
-0.00187394698150456,0
0.00344508048146963,0
-0.000814710860140622,0
-0.0219158828258514,0
-0.035500206053257,0
-0.0453780815005302,0
-0.0565372370183468,0
-0.0573275424540043,0
-0.0442849025130272,0
-0.0327637232840061,0
-0.0340776331722736,0
-0.0368115156888962,0
-0.0404875874519348,0
-0.0322645902633667,0
-0.0220783837139606,0
-0.0112440995872021,0
-0.00198512687347829,0
-0.00300499959848821,0
-0.00548824202269316,0
-0.00514647969976068,0
-0.0087802717462182,0
-0.0193406846374273,0
-0.0184711199253798,0
-0.0187925919890404,0
-0.0307079795747995,0
-0.0629951506853104,0
-0.0790574327111244,0
-0.0808082595467567,0
-0.027297442778945,0
-0.0250140801072121,0
-0.032148465514183,0
-0.0436808057129383,0
-0.0451410003006458,0
-0.0356999821960926,0
-0.0373099446296692,0
-0.0438406318426132,0
