effectSizes_rating_withBrehl,sig_rating_withBrehl
-0.0507338382303715,0
-0.050211850553751,0
-0.0450948290526867,0
-0.0470482148230076,0
-0.0420303158462048,0
-0.0264128986746073,0
-0.0059494455344975,0
-0.0602556392550468,0
-0.0521356426179409,0
-0.0396038070321083,0
-0.0355799682438374,0
-0.0321107916533947,0
-0.0437415018677711,0
-0.0377029180526733,0
-0.0472500249743462,0
-0.0500984340906143,0
-0.0481678657233715,0
-0.032847985625267,0
-0.0664922893047333,0
-0.0622776076197624,0
-0.0463903322815895,0
-0.0382102243602276,0
-0.034320279955864,0
-0.0362002477049828,0
-0.0419280976057053,0
-0.0358402989804745,0
-0.0273917745798826,0
-0.0125640761107206,0
-0.0650326460599899,0
-0.05981420353055,0
-0.0490132682025433,0
-0.0336247906088829,0
-0.0285293310880661,0
-0.0283342488110065,0
-0.0319893918931484,0
-0.0264187660068274,0
-0.0211124755442142,0
-0.0161138735711575,0
-0.0105262724682689,0
-0.00219920091331005,0
-0.0634531080722809,0
-0.0697500929236412,0
-0.0641909390687943,0
-0.0581416860222816,0
-0.0533881224691868,0
-0.035027451813221,0
-0.0156951453536749,0
-0.0101137310266495,0
-0.017598195001483,0
-0.014485084451735,0
-0.0111548351123929,0
-0.0120681682601571,0
-0.00212761992588639,0
0.000371831265510991,0
-0.00938273314386606,0
-0.0169123038649559,0
-0.0681605935096741,0
-0.0693414434790611,0
-0.0787973031401634,0
-0.0493847727775574,0
-0.0603118129074574,0
-0.0620730370283127,0
-0.0464548133313656,0
-0.0255387555807829,0
-0.0146565502509475,0
-0.0185533873736858,0
-0.021626453846693,0
-0.0154429525136948,0
-0.0110550913959742,0
-0.00854791700839996,0
-0.00993096549063921,0
-0.01005326397717,0
-0.0232376903295517,0
-0.0241851881146431,0
-0.0722156167030334,0
-0.05635641887784,0
-0.056979525834322,0
-0.0513348542153835,0
-0.0511028878390789,0
-0.0550226643681526,0
-0.0458165556192398,0
-0.0312208961695433,0
-0.0199664514511824,0
-0.0109508289024234,0
-0.0042810095474124,0
-0.000789259735029191,0
-0.00687080062925816,0
-0.0122179938480258,0
-0.0149543453007936,0
-0.0194095652550459,0
-0.03287049010396,0
-0.0414445884525776,0
-0.0459001213312149,0
0.0051171937957406,0
0.00627034716308117,0
0.00522644584998488,0
0.00759593956172466,0
0.00701831700280309,0
-0.0113326217979193,0
-0.0310229696333408,0
-0.0313687920570374,0
-0.0306245665997267,0
-0.0366518571972847,0
-0.0512911416590214,0
-0.0405645817518234,0
-0.0593013688921928,0
-0.0724907740950584,0
-0.0632132887840271,0
-0.0605267137289047,0
-0.0555594451725483,0
-0.053303699940443,0
-0.0655255168676376,0
-0.0581216290593147,0
-0.0391491316258907,0
-0.0251939613372087,0
-0.0080554410815239,0
0.00239507365040481,0
0.0033780129160732,0
-0.00811578240245581,0
-0.0197165533900261,0
-0.0245182644575834,0
-0.0317804664373398,0
-0.0501441098749638,0
-0.0629533603787422,0
-0.0631057918071747,0
-0.0136862490326166,0
-0.0137279517948627,0
-0.0148500194773078,0
-0.0146938394755125,0
-0.00945395417511463,0
-0.00771651789546013,0
-0.0026162969879806,0
-0.00616717431694269,0
-0.0151963029056787,0
-0.0100302249193192,0
-0.0105217499658465,0
-0.00671787187457085,0
-0.0130923418328166,0
-0.0205424893647432,0
-0.021252891048789,0
-0.0179344192147255,0
-0.0253887306898832,0
-0.0470899492502213,0
-0.0693641528487206,0
-0.0652375593781471,0
-0.0474207624793053,0
-0.0344099663197994,0
-0.0361723341047764,0
-0.0511920303106308,0
-0.0744582712650299,0
-0.0680013447999954,0
-0.0673651769757271,0
-0.0644413977861404,0
-0.0525966249406338,0
-0.061009481549263,0
-0.0568039156496525,0
-0.0413246341049671,0
-0.0332568287849426,0
-0.0108379293233156,0
-0.00733139365911484,0
-0.00687530636787415,0
-0.025457015261054,0
-0.0338613651692867,0
-0.0472798533737659,0
-0.0525930002331734,0
-0.0642014220356941,0
-0.07166438549757,0
-0.0713888332247734,0
-0.082280308008194,0
-0.0286840926855803,0
-0.034960325807333,0
-0.0340042300522327,0
-0.0291173104196787,0
-0.0200461912900209,0
-0.0143575239926577,0
-0.00444949697703123,0
-0.0038269420620054,0
-0.00688519794493914,0
-0.00344472611322999,0
-0.00273255538195372,0
-0.00235195062123239,0
-0.00698045687749982,0
-0.0113373547792435,0
-0.00883699487894773,0
-0.0143411662429571,0
-0.0198957920074463,0
-0.0326954498887062,0
-0.0551747903227806,0
-0.0573495887219906,0
-0.0395918823778629,0
-0.0330226011574268,0
-0.0441023297607899,0
-0.0578414686024189,0
-0.0717629045248032,0
-0.0586429052054882,0
-0.0610179267823696,0
-0.0599581710994244,0
-0.0408243201673031,0
-0.0429995022714138,0
-0.042311068624258,0
-0.039520088583231,0
-0.0323909893631935,0
-0.0173883251845837,0
-0.0230150651186705,0
-0.0203658901154995,0
-0.0280726421624422,0
-0.0352764017879963,0
-0.0527180805802345,0
-0.0541288182139397,0
-0.063735768198967,0
-0.0623739287257195,0
-0.0629863068461418,0
-0.06155975908041,0
-0.0522501245141029,0
-0.0328216254711151,0
-0.0344509556889534,0
-0.0352511033415794,0
-0.0260285064578056,0
-0.0175819825381041,0
-0.0084296427667141,0
-0.000314616219839081,0
0.0043841702863574,0
0.0106334872543812,0
0.00081110093742609,0
-0.0270863063633442,0
-0.0187506601214409,0
-0.0101148141548038,0
-0.018565583974123,0
-0.0264334324747324,0
-0.0300584863871336,0
-0.0497561506927013,0
-0.0510073639452457,0
-0.0489718019962311,0
-0.0460286326706409,0
-0.0572946444153786,0
-0.0671601891517639,0
-0.0734098628163338,0
-0.057424433529377,0
-0.0476760417222977,0
-0.033724058419466,0
-0.0290333367884159,0
-0.0323584340512753,0
-0.0323365665972233,0
-0.0212133973836899,0
-0.0328072570264339,0
-0.0309848785400391,0
-0.0337123982608318,0
-0.036464586853981,0
-0.0497440993785858,0
-0.0515893697738647,0
-0.0573729500174522,0
-0.0538497753441334,0
-0.0607539378106594,0
-0.0608763843774796,0
-0.0396183803677559,0
-0.0403602793812752,0
-0.0385720394551754,0
-0.0341718755662441,0
-0.0289023984223604,0
-0.024253137409687,0
-0.0112431021407247,0
0.00137862109113485,0
0.00700581027194858,0
-0.0411261059343815,0
-0.0364169515669346,0
-0.0131611498072743,0
-0.0166297797113657,0
-0.0304639786481857,0
-0.0403711535036564,0
-0.0492499135434628,0
-0.0493692830204964,0
-0.0552744343876839,0
-0.0537337251007557,0
-0.0608096048235893,0
-0.0641368106007576,0
-0.0566146522760391,0
-0.0325836837291718,0
-0.0258163474500179,0
-0.0251209139823914,0
-0.0304517932236195,0
-0.0264875628054142,0
-0.0303107444196939,0
-0.0484000369906425,0
-0.0437047109007835,0
-0.0473439991474152,0
-0.0538938976824284,0
-0.0497293882071972,0
-0.0541321113705635,0
-0.06038573756814,0
-0.0659369081258774,0
-0.0670717656612396,0
-0.04190868511796,0
-0.0407655835151672,0
-0.0356618165969849,0
-0.0298887137323618,0
-0.0224283505231142,0
-0.0262662936002016,0
-0.0166767928749323,0
-0.0068467827513814,0
-0.043547585606575,0
-0.0195344835519791,0
-0.0178631860762835,0
-0.0308697372674942,0
-0.0411470383405685,0
-0.0433018878102303,0
-0.0448047108948231,0
-0.049342293292284,0
-0.0489432476460934,0
-0.0619483441114426,0
-0.0556276515126228,0
-0.0429277382791042,0
-0.0185151770710945,0
-0.0214620046317577,0
-0.0235958211123943,0
-0.029759431257844,0
-0.0264976806938648,0
-0.0468461439013481,0
-0.0470913611352444,0
-0.0449295714497566,0
-0.0410663075745106,0
-0.0493175238370895,0
-0.0589358694851398,0
-0.0713575482368469,0
-0.0809030160307884,0
-0.0549943223595619,0
-0.0188548322767019,0
-0.0424982719123363,0
-0.0270628780126572,0
-0.0263289082795382,0
-0.0319846533238888,0
-0.0364128388464451,0
-0.0431328266859055,0
-0.0375210717320442,0
-0.0422771163284779,0
-0.0362694747745991,0
-0.0438405461609364,0
-0.0349650084972382,0
-0.0331098064780235,0
-0.00804856233298779,0
-0.00519606145098805,0
-0.0177434086799622,0
-0.0245062969624996,0
-0.0247146096080542,0
-0.0405500158667564,0
-0.0306455474346876,0
-0.0297292284667492,0
-0.0249466355890036,0
-0.0342454575002193,0
-0.0505980774760246,0
-0.0663305893540382,0
-0.0791900157928467,0
-0.0330025069415569,0
-0.0293922200798988,0
-0.0293134264647961,0
-0.0184008367359638,0
-0.0237696543335915,0
-0.0216925144195557,0
-0.0326980464160442,0
-0.0368042476475239,0
-0.0365819334983826,0
-0.027188416570425,0
-0.0271303188055754,0
-0.00493042357265949,0
-0.00336538697592914,0
-0.0106605095788836,0
-0.00932679511606693,0
-0.0179076064378023,0
-0.0204073004424572,0
-0.0182836819440126,0
-0.0330936722457409,0
-0.0435368865728378,0
-0.0579241439700127,0
-0.0715756341814995,0
-0.0369460508227348,0
-0.0403100065886974,0
-0.0329172760248184,0
-0.0204772017896175,0
-0.0180303957313299,0
-0.0185510274022818,0
-0.0398928783833981,0
-0.0455581322312355,0
-0.0456804819405079,0
-0.0335602276027203,0
-0.0255644358694553,0
-0.0125958891585469,0
-0.00875948742032051,0
-0.00668459571897984,0
-0.000142996315844357,0
-0.0151609843596816,0
-0.0205853022634983,0
-0.0174773409962654,0
-0.0242229402065277,0
-0.0347538255155087,0
-0.0510902367532253,0
-0.0625344514846802,0
0.00173159106634557,0
-0.00796518102288246,0
-0.0155042223632336,0
-0.0333384498953819,0
-0.0331452302634716,0
-0.033229436725378,0
-0.0217635575681925,0
-0.0231416374444962,0
-0.0339309573173523,0
-0.0509565807878971,0
-0.054832685738802,0
-0.05018026009202,0
-0.0352354906499386,0
-0.022715512663126,0
-0.0109236044809222,0
-0.00101492030080408,0
0.0024374583736062,0
0.0107947839424014,0
-0.0151459593325853,0
-0.0117247141897678,0
-0.0131729012355208,0
-0.0205603670328856,0
-0.0331548936665058,0
-0.0492029078304768,0
-0.0061024040915072,0
-0.00287627708166838,0
-0.00556997815147042,0
-0.0266547463834286,0
-0.0297603290528059,0
-0.0331447161734104,0
-0.0441503189504147,0
-0.0548627637326717,0
-0.0605495944619179,0
-0.0601265914738178,0
-0.0605527721345425,0
-0.0456003993749619,0
-0.0273394957184792,0
-0.0100947292521596,0
0.00232989876531065,0
0.0119540384039283,0
0.0207209400832653,0
-0.0178065337240696,0
-0.00999287702143192,0
-0.0139239635318518,0
-0.0231073908507824,0
-0.0362580753862858,0
-0.058053657412529,0
-0.0735321193933487,0
-0.012783077545464,0
0.000751694838982075,0
-0.0364902801811695,0
-0.0258099399507046,0
-0.0131366299465299,0
-0.00297655165195465,0
-0.00650335056707263,0
-0.0313917845487595,0
-0.0395684689283371,0
-0.0430191457271576,0
-0.052401777356863,0
-0.0630519166588783,0
-0.0690807476639748,0
-0.0604048408567905,0
-0.0540934987366199,0
-0.0432769767940044,0
-0.0246513523161411,0
-0.0107286795973778,0
0.00214836513623595,0
0.00388626102358103,0
0.00959376245737076,0
0.0120849283412099,0
-0.00434402702376246,0
-0.0181523021310568,0
-0.0229792911559343,0
-0.0103660803288221,0
-0.0159909389913082,0
-0.014484110288322,0
-0.0230631940066814,0
-0.0341504998505116,0
-0.0311033148318529,0
-0.016216192394495,0
-0.016841109842062,0
-0.0236890632659197,0
-0.0334211774170399,0
-0.0400125123560429,0
-0.0249399356544018,0
-0.0123525029048324,0
-0.0174830537289381,0
-0.0381194390356541,0
-0.0487706214189529,0
-0.0431555360555649,0
-0.0505240894854069,0
-0.0610954500734806,0
-0.0589921660721302,0
-0.0480000749230385,0
-0.0356119722127914,0
-0.0344131477177143,0
-0.0215532090514898,0
-0.0106226373463869,0
-0.00593657186254859,0
-0.00558966398239136,0
-0.0057081445120275,0
-0.0139310033991933,0
-0.0270774345844984,0
-0.0232985969632864,0
-0.0142960529774427,0
-0.00665883626788855,0
-0.00767413806170225,0
-0.0229961201548576,0
-0.0235850028693676,0
-0.0343046225607395,0
-0.0461648032069206,0
-0.0608478412032127,0
-0.0356748774647713,0
-0.0435878187417984,0
-0.0224873889237642,0
-0.0330424979329109,0
-0.0422300510108471,0
-0.0366621650755405,0
-0.0255237519741058,0
-0.0302271470427513,0
-0.0455461069941521,0
-0.0415474362671375,0
-0.0368871763348579,0
-0.0434467159211636,0
-0.044664841145277,0
-0.0397333279252052,0
-0.0356712862849236,0
-0.0242210440337658,0
-0.0279843863099813,0
-0.0192820113152266,0
-0.0102246329188347,0
-0.0116848293691874,0
-0.0177609901875257,0
-0.0245696790516376,0
-0.0342230647802353,0
-0.0376841314136982,0
-0.0278290752321482,0
-0.0193881615996361,0
-0.00810802076011896,0
-0.0201444663107395,0
-0.0248732436448336,0
-0.0407125167548656,0
-0.0486474931240082,0
-0.0571585707366467,0
-0.017093013972044,0
-0.0252244491130114,0
-0.0327065624296665,0
-0.0320837646722794,0
-0.0465458929538727,0
-0.0564070269465446,0
-0.0505201928317547,0
-0.0400409735739231,0
-0.0414217449724674,0
-0.0478246919810772,0
-0.0484029799699783,0
-0.0468882694840431,0
-0.0372311510145664,0
-0.0357755608856678,0
-0.015683650970459,0
-0.00452973460778594,0
-0.00300395395606756,0
-0.015400480479002,0
-0.0176550671458244,0
-0.0244636666029692,0
-0.0286153014749289,0
-0.0408983379602432,0
-0.0346679128706455,0
-0.0314256735146046,0
-0.0491788014769554,0
-0.063146099448204,0
-0.0644630566239357,0
-0.0194877125322819,0
-0.0234129838645458,0
-0.032111395150423,0
-0.0352128483355045,0
-0.0490814000368118,0
-0.0689517632126808,0
-0.059465192258358,0
-0.0400435999035835,0
-0.0382462851703167,0
-0.0440466068685055,0
-0.0471747778356075,0
-0.0444937534630299,0
-0.0405084751546383,0
-0.0346748828887939,0
-0.0123488493263721,0
0.0045620515011251,0
0.00515981204807758,0
0.00526345195248723,0
0.00395287619903684,0
-0.000274224323220551,0
-0.0119120068848133,0
-0.0187546368688345,0
-0.0253212098032236,0
-0.0334860645234585,0
-0.05911860242486,0
-0.0758702680468559,0
-0.0284323487430811,0
-0.0348612628877163,0
-0.0456600859761238,0
-0.0633639246225357,0
-0.0515791550278664,0
-0.038044236600399,0
-0.0408007353544235,0
-0.0475484877824783,0
-0.051407516002655,0
-0.0514022558927536,0
-0.0386164002120495,0
-0.0243140198290348,0
-0.00666985008865595,0
0.00183567497879267,0
-0.00342744356021285,0
0.00370575138367712,0
0.011222573928535,0
0.0142086911946535,0
-0.000221451322431676,0
-0.00494995573535562,0
-0.00768636725842953,0
-0.0327347368001938,0
-0.0343448333442211,0
-0.0298543944954872,0
-0.0324828177690506,0
-0.0432917103171349,0
-0.0372615866363049,0
-0.0357680097222328,0
-0.0468125194311142,0
-0.0580474846065044,0
-0.0593243055045605,0
-0.0569697171449661,0
-0.0368874073028564,0
-0.0181268732994795,0
-0.00120180391240865,0
0.00677619967609644,0
-0.00337282638065517,0
0.00368186179548502,0
0.00893784034997225,0
0.0110443094745278,0
0.0059425150975585,0
0.000362193095497787,0
-0.00847829785197973,0
-0.0270888898521662,0
-0.020894480869174,0
-0.0260218903422356,0
-0.0290490537881851,0
-0.0361979007720947,0
-0.0495442599058151,0
-0.0593298152089119,0
-0.0561067424714565,0
-0.0467217639088631,0
-0.0311423223465681,0
-0.0254337582737207,0
-0.0170355960726738,0
-0.00788486655801535,0
-0.00924465339630842,0
0.000480714516015723,0
0.0188826657831669,0
0.0181037727743387,0
-0.0125585868954659,0
-0.0262003056704998,0
-0.0368458181619644,0
-0.0461362712085247,0
-0.0421698167920113,0
-0.0343335196375847,0
-0.0376808233559132,0
-0.0320697091519833,0
-0.0125047285109758,0
0.00513396924361587,0
0.0149784833192825,0
0.0258914362639189,0
0.0314633883535862,0
0.0263959281146526,0
-0.00973456725478172,0
-0.0270973481237888,0
-0.0353055037558079,0
-0.042573519051075,0
-0.0440230816602707,0
-0.0392160974442959,0
-0.042867973446846,0
-0.0355688668787479,0
-0.0181101281195879,0
0.00475218193605542,0
0.0217008944600821,0
-0.04311228916049,0
0.00395279098302126,0
0.0243654567748308,0
0.0134441498667002,0
0.0240191668272018,0
0.0119363879784942,0
0.0103773679584265,0
-0.00720919435843825,0
-0.00724617205560207,0
0.0315632671117783,0
0.031514760106802,0
0.0217696595937014,0
0.0220765266567469,0
0.0187595952302217,0
0.020267428830266,0
0.0161636918783188,0
-0.0017324147047475,0
0.0145398275926709,0
0.0266051795333624,0
0.0361625850200653,0
0.0349016413092613,0
0.0292130205780268,0
0.0195350740104914,0
-0.0319079011678696,0
-0.031305555254221,0
0.0213079676032066,0
0.0386553853750229,0
0.0468964949250221,0
0.0314517505466938,0
0.0147083923220634,0
0.0206535663455725,0
-0.00443255947902799,0
-0.000135391397634521,0
-0.00520616909489036,0
-0.0431862585246563,0
-0.0470638312399387,0
-0.0391886755824089,0
-0.0294575542211533,0
-0.0239562131464481,0
-0.0496273003518581,0
-0.0573801808059216,0
-0.0511805526912212,0
-0.0364932902157307,0
-0.0321052893996239,0
-0.0311457440257072,0
-0.0339452810585499,0
-0.0350713208317757,0
-0.033259566873312,0
-0.0360296405851841,0
-0.0363067574799061,0
-0.0603435598313808,0
-0.0655300542712212,0
-0.06520976126194,0
-0.0620349422097206,0
-0.0496436879038811,0
-0.0403061918914318,0
-0.0306884236633778,0
-0.0290563981980085,0
-0.0304658021777868,0
-0.0334311574697495,0
-0.0239794533699751,0
-0.0496712476015091,0
-0.0493548139929771,0
-0.0439113564789295,0
-0.0660862550139427,0
-0.0718448609113693,0
-0.0652037411928177,0
-0.0589895844459534,0
-0.0505081005394459,0
-0.0378706865012646,0
-0.0273545663803816,0
-0.0274041127413511,0
-0.0263538472354412,0
-0.0236044880002737,0
-0.0184128973633051,0
-0.00915953423827887,0
-0.00214319792576134,0
8.33996818982996e-05,0
-0.0465147830545902,0
-0.0447280816733837,0
-0.0367851480841637,0
-0.0612856596708298,0
-0.0584798716008663,0
-0.0453368425369263,0
-0.0450735203921795,0
-0.0447044335305691,0
-0.0469428971409798,0
-0.0332952179014683,0
-0.0215076617896557,0
-0.0168468318879604,0
-0.016344640403986,0
-0.0140877980738878,0
-0.0105493338778615,0
-0.00801505614072084,0
-0.00722310738638043,0
-0.00764063699170947,0
-0.0237908679991961,0
0.000403909827582538,0
-0.00724060414358974,0
-0.00771506549790502,0
-0.0322931818664074,0
-0.0334669835865498,0
-0.029691144824028,0
-0.049864687025547,0
-0.0486639924347401,0
-0.0506861805915833,0
-0.0414749756455421,0
-0.0365308746695518,0
-0.0331757068634033,0
-0.0364333726465702,0
-0.039149459451437,0
-0.0264195017516613,0
-0.00999214593321085,0
0.000668311375193298,0
-0.00329213845543563,0
-0.00505315698683262,0
-0.00326325371861458,0
0.000526628107763827,0
0.00383971515111625,0
0.000823668960947543,0
-0.010243565775454,0
-0.0264043640345335,0
-0.0300582908093929,0
0.0190743375569582,0
0.0176436305046082,0
0.00791648030281067,0
0.00286809774115682,0
0.0163377374410629,0
0.0363354496657848,0
0.0511942431330681,0
0.0422243252396584,0
-0.00735221803188324,0
-0.024134574458003,0
-0.0377246141433716,0
-0.0349741466343403,0
-0.0299685951322317,0
-0.0296836644411087,0
-0.0477456785738468,0
-0.0678932517766953,0
-0.0579456053674221,0
-0.0436224825680256,0
-0.0368802770972252,0
-0.0438863150775433,0
-0.0512823350727558,0
-0.0417680107057095,0
-0.0390086024999619,0
